"operator","technology","download","speed_kbps","signal_strength","lsa"
"AIRTEL","4G","download","1816","-109","Andhra Pradesh"
"JIO","4G","download","9060","-74","Haryana"
"AIRTEL","4G","upload","11928","-84","Haryana"
"AIRTEL","4G","upload","370","-98","Haryana"
"AIRTEL","4G","upload","7111","-90","Haryana"
"JIO","4G","upload","3517","-89","Haryana"
"JIO","4G","download","11428","-111","Tamil Nadu"
"AIRTEL","4G","download","19011","-61","Haryana"
"AIRTEL","4G","download","1887","na","Orissa"
"AIRTEL","4G","upload","423","-106","Haryana"
"AIRTEL","4G","upload","4932","-106","Haryana"
"JIO","4G","download","31950","-87","Haryana"
"AIRTEL","4G","upload","19903","-79","Haryana"
"JIO","4G","download","2615","-102","Karnataka"
"AIRTEL","4G","download","15102","-107","Haryana"
"JIO","4G","upload","80","na","Haryana"
"JIO","4G","download","4374","-100","Mumbai"
"AIRTEL","4G","download","48083","-86","Haryana"
"JIO","4G","upload","4903","-80","Haryana"
"Vi India","4G","download","6588","-109","Rajasthan"
"AIRTEL","4G","upload","245","-109","Haryana"
"JIO","4G","download","53125","-103","Haryana"
"JIO","4G","upload","102","-106","Haryana"
"AIRTEL","4G","download","29078","-69","Haryana"
"JIO","4G","upload","123","-108","Haryana"
"AIRTEL","4G","download","6520","-111","Haryana"
"JIO","4G","upload","648","-98","Haryana"
"JIO","4G","upload","1522","-97","Haryana"
"JIO","4G","download","33593","-71","Haryana"
"AIRTEL","4G","download","23977","-106","Haryana"
"AIRTEL","4G","download","70973","-85","Maharashtra"
"JIO","4G","download","43521","-103","Haryana"
"JIO","4G","download","12803","-99","Haryana"
"AIRTEL","4G","upload","19645","-68","Haryana"
"AIRTEL","4G","upload","23292","-85","Haryana"
"AIRTEL","4G","upload","966","-93","Haryana"
"JIO","4G","download","557","-92","Haryana"
"AIRTEL","4G","download","36817","-102","Haryana"
"Vi India","4G","download","12789","na","Tamil Nadu"
"JIO","4G","download","39266","-104","Haryana"
"JIO","4G","upload","995","-97","Haryana"
"Vi India","4G","upload","1750","-106","Kerala"
"JIO","4G","download","12938","-112","Haryana"
"AIRTEL","4G","upload","2737","-102","Haryana"
"JIO","4G","download","15840","na","Haryana"
"JIO","4G","upload","808","na","Karnataka"
"AIRTEL","4G","download","28514","-103","Haryana"
"AIRTEL","4G","upload","11621","-102","Punjab"
"AIRTEL","4G","download","27102","-97","Haryana"
"JIO","4G","upload","2738","-104","Gujarat"
"JIO","4G","upload","1990","na","Maharashtra"
"JIO","4G","upload","3846","-112","Haryana"
"AIRTEL","4G","upload","26811","-91","Haryana"
"JIO","4G","upload","10761","-81","Haryana"
"JIO","4G","upload","403","-112","Haryana"
"AIRTEL","4G","upload","1777","-106","Haryana"
"JIO","4G","download","29917","-90","Haryana"
"Vi India","4G","download","52340","-112","UP East"
"AIRTEL","4G","download","36383","-96","Punjab"
"AIRTEL","4G","download","5325","-100","Haryana"
"AIRTEL","4G","download","26449","-104","Haryana"
"AIRTEL","4G","upload","6595","-79","Haryana"
"AIRTEL","4G","download","25996","-86","Haryana"
"AIRTEL","4G","upload","1418","-110","Haryana"
"JIO","4G","download","22552","-93","Haryana"
"AIRTEL","4G","upload","477","-98","Haryana"
"AIRTEL","4G","download","11195","-107","Haryana"
"JIO","4G","upload","8831","-104","Haryana"
"AIRTEL","4G","upload","731","-96","Haryana"
"JIO","4G","download","4497","-94","Haryana"
"AIRTEL","4G","upload","277","-108","Haryana"
"JIO","4G","upload","29656","-108","Haryana"
"AIRTEL","4G","download","13820","-109","Haryana"
"JIO","4G","download","24261","-92","Tamil Nadu"
"AIRTEL","4G","download","55664","-88","Haryana"
"AIRTEL","4G","download","15455","-102","Haryana"
"AIRTEL","4G","upload","831","-82","Haryana"
"AIRTEL","4G","download","6243","-62","Haryana"
"AIRTEL","4G","download","21731","-97","Haryana"
"AIRTEL","4G","upload","10672","-96","Haryana"
"AIRTEL","4G","upload","93","-93","Haryana"
"JIO","4G","download","86796","-90","UP East"
"AIRTEL","4G","upload","628","-112","Haryana"
"AIRTEL","4G","upload","2626","-102","Andhra Pradesh"
"JIO","4G","download","61937","-90","Orissa"
"AIRTEL","4G","upload","136","-105","Haryana"
"JIO","4G","upload","4930","-89","Haryana"
"JIO","4G","upload","29541","-80","Delhi"
"JIO","4G","download","6109","-96","Andhra Pradesh"
"JIO","4G","upload","441","-103","Haryana"
"JIO","4G","download","42339","-99","Gujarat"
"AIRTEL","4G","download","25045","-112","Delhi"
"JIO","4G","upload","3300","-104","Tamil Nadu"
"JIO","4G","upload","6289","-92","Haryana"
"JIO","4G","upload","1590","-109","Rajasthan"
"AIRTEL","4G","upload","6751","-105","Haryana"
"AIRTEL","4G","download","20365","-81","Chennai"
"JIO","4G","download","1050","-111","Haryana"
"JIO","4G","download","20884","-67","Delhi"
"AIRTEL","4G","download","14289","-99","Haryana"
"AIRTEL","4G","upload","11255","-88","Haryana"
"AIRTEL","4G","download","2394","-108","Tamil Nadu"
"AIRTEL","4G","download","18390","-87","Haryana"
"JIO","4G","download","28621","-92","Haryana"
"JIO","4G","download","34995","-90","Haryana"
"AIRTEL","4G","upload","132","-102","Haryana"
"JIO","4G","download","19119","-102","UP East"
"JIO","4G","download","14999","-97","Kerala"
"AIRTEL","4G","upload","3095","-103","Haryana"
"AIRTEL","4G","upload","6467","-95","Himachal Pradesh"
"JIO","4G","upload","3046","-96","Andhra Pradesh"
"AIRTEL","4G","upload","27081","-81","Haryana"
"JIO","4G","download","30883","-105","Tamil Nadu"
"JIO","4G","download","13031","-105","Kerala"
"JIO","4G","upload","32","-108","Haryana"
"AIRTEL","4G","download","17170","-104","Haryana"
"JIO","4G","download","11417","-74","Haryana"
"Vi India","4G","download","12211","-95","Maharashtra"
"JIO","4G","download","17797","-90","Delhi"
"AIRTEL","4G","download","498","-104","Bihar"
"JIO","4G","upload","377","-88","Haryana"
"AIRTEL","4G","download","1817","-110","Maharashtra"
"JIO","4G","download","18573","-107","Punjab"
"AIRTEL","4G","download","840","-63","Delhi"
"JIO","4G","download","5611","-105","Kerala"
"JIO","4G","upload","8653","-103","Maharashtra"
"AIRTEL","4G","download","63638","-97","Mumbai"
"JIO","4G","download","17254","-84","Haryana"
"AIRTEL","4G","upload","144","-93","Haryana"
"AIRTEL","4G","download","7918","-80","Haryana"
"JIO","4G","download","79331","-90","Delhi"
"AIRTEL","4G","upload","5280","-97","Haryana"
"CELLONE","3G","upload","934","-99","Punjab"
"AIRTEL","4G","upload","12758","-74","Haryana"
"JIO","4G","upload","81","na","Mumbai"
"AIRTEL","4G","upload","4416","-98","Gujarat"
"CELLONE","3G","upload","554","-83","Maharashtra"
"AIRTEL","4G","upload","85","-110","Haryana"
"JIO","4G","upload","10488","-82","Haryana"
"AIRTEL","4G","download","36435","-92","UP East"
"AIRTEL","4G","download","20156","-97","Haryana"
"AIRTEL","4G","upload","3974","-109","Andhra Pradesh"
"AIRTEL","4G","download","17805","-102","Maharashtra"
"AIRTEL","4G","download","15042","-94","Haryana"
"JIO","4G","download","20499","-89","Haryana"
"AIRTEL","4G","download","1540","-108","Haryana"
"JIO","4G","download","13474","-100","Haryana"
"JIO","4G","download","22891","-76","Tamil Nadu"
"JIO","4G","upload","9519","-90","Rajasthan"
"AIRTEL","4G","download","9547","-100","Haryana"
"JIO","4G","download","8079","-89","Haryana"
"JIO","4G","upload","5395","-90","Bihar"
"JIO","4G","upload","9680","-90","Bihar"
"AIRTEL","4G","download","2426","-94","Haryana"
"AIRTEL","4G","upload","147","na","Haryana"
"AIRTEL","4G","upload","27621","-79","UP West"
"AIRTEL","4G","upload","153","-101","Haryana"
"AIRTEL","4G","upload","33311","-85","Haryana"
"AIRTEL","4G","upload","5900","-94","Karnataka"
"AIRTEL","4G","download","282","-87","Haryana"
"Vi India","4G","download","8225","-101","Gujarat"
"JIO","4G","download","7652","-100","Haryana"
"JIO","4G","upload","8081","-96","Kolkata"
"AIRTEL","4G","download","56525","-109","Haryana"
"CELLONE","3G","download","1489","-86","Maharashtra"
"JIO","4G","download","35873","-102","Haryana"
"JIO","4G","download","5663","-102","West Bengal"
"JIO","4G","upload","3050","na","Madhya Pradesh"
"AIRTEL","4G","download","9375","-103","West Bengal"
"JIO","4G","download","902","-97","Haryana"
"JIO","4G","download","3996","-100","Haryana"
"JIO","4G","download","44077","-90","Kolkata"
"AIRTEL","4G","upload","4490","-102","Haryana"
"CELLONE","4G","upload","8189","-88","Andhra Pradesh"
"AIRTEL","4G","download","6068","-96","Haryana"
"JIO","4G","download","14025","-76","Haryana"
"JIO","4G","upload","1631","-76","Haryana"
"AIRTEL","4G","download","18073","-105","Haryana"
"JIO","4G","download","75446","-90","Delhi"
"JIO","4G","download","77061","-90","Delhi"
"AIRTEL","4G","download","10971","-86","Haryana"
"JIO","4G","download","74463","-90","Delhi"
"JIO","4G","upload","9590","-90","Rajasthan"
"AIRTEL","4G","download","3844","-110","Punjab"
"JIO","4G","download","84487","-90","Tamil Nadu"
"JIO","4G","upload","9224","-90","Tamil Nadu"
"JIO","4G","upload","9400","-90","Tamil Nadu"
"AIRTEL","4G","upload","33872","-84","Karnataka"
"JIO","4G","upload","1632","-71","Haryana"
"JIO","4G","upload","8972","-90","Gujarat"
"AIRTEL","4G","upload","3595","-100","Haryana"
"JIO","4G","upload","4809","-90","Delhi"
"AIRTEL","4G","download","5175","-105","Haryana"
"JIO","4G","download","29085","-89","Haryana"
"AIRTEL","4G","upload","4973","-93","UP West"
"AIRTEL","4G","download","23669","-109","Haryana"
"JIO","4G","upload","4319","-90","Delhi"
"JIO","4G","upload","7803","-90","Rajasthan"
"AIRTEL","4G","download","4374","-111","Tamil Nadu"
"JIO","4G","upload","5248","-81","Haryana"
"AIRTEL","4G","upload","12336","-86","North East"
"JIO","4G","download","2609","-97","Haryana"
"JIO","4G","download","13844","-89","Kerala"
"JIO","4G","upload","9308","-66","UP East"
"AIRTEL","4G","download","626","na","Tamil Nadu"
"JIO","4G","upload","9386","-90","UP East"
"JIO","4G","upload","2498","-91","Madhya Pradesh"
"JIO","4G","download","75471","-90","Delhi"
"JIO","4G","upload","229","-94","Haryana"
"AIRTEL","4G","upload","1871","-92","Mumbai"
"JIO","4G","upload","9313","-90","UP East"
"AIRTEL","4G","download","8099","-92","Haryana"
"AIRTEL","4G","download","16617","-92","Haryana"
"JIO","4G","upload","16670","-84","West Bengal"
"JIO","4G","download","1340","-87","Maharashtra"
"JIO","4G","download","22902","-88","Haryana"
"JIO","4G","download","8423","-92","Tamil Nadu"
"JIO","4G","download","12510","-86","Haryana"
"AIRTEL","4G","download","2877","-99","Haryana"
"JIO","4G","download","24752","-74","Haryana"
"JIO","4G","download","2794","-107","Haryana"
"AIRTEL","4G","download","5057","-110","Karnataka"
"AIRTEL","4G","upload","1541","-98","Haryana"
"JIO","4G","upload","64","-107","Haryana"
"AIRTEL","4G","download","20588","-79","Chennai"
"JIO","4G","download","8611","-66","Gujarat"
"JIO","4G","download","72809","-66","UP East"
"AIRTEL","4G","upload","211","-111","Haryana"
"AIRTEL","4G","upload","7201","-90","Karnataka"
"JIO","4G","upload","2552","-107","UP East"
"JIO","4G","upload","1137","-92","Haryana"
"JIO","4G","upload","3583","-87","Haryana"
"Vi India","4G","download","20873","-100","Gujarat"
"JIO","4G","download","150","-107","Madhya Pradesh"
"JIO","4G","download","80530","-65","UP East"
"JIO","4G","download","42260","-85","Kerala"
"AIRTEL","4G","download","19993","-92","Haryana"
"Vi India","4G","upload","606","-104","Tamil Nadu"
"AIRTEL","4G","download","12408","-96","Haryana"
"JIO","4G","download","62309","-90","UP East"
"JIO","4G","upload","556","-96","Delhi"
"JIO","4G","upload","9274","-65","UP East"
"JIO","4G","upload","1817","-98","Kolkata"
"AIRTEL","4G","download","3556","-95","Haryana"
"AIRTEL","4G","upload","99","-108","Haryana"
"AIRTEL","4G","download","8574","-88","Haryana"
"AIRTEL","4G","upload","72","na","Kolkata"
"JIO","4G","download","33430","-62","Haryana"
"JIO","4G","upload","114","-103","Haryana"
"JIO","4G","upload","7574","-90","UP East"
"JIO","4G","download","3641","-106","Haryana"
"AIRTEL","4G","download","3804","-99","Haryana"
"AIRTEL","4G","upload","18822","-83","Haryana"
"AIRTEL","4G","download","2093","-102","Haryana"
"AIRTEL","4G","upload","13531","-93","Andhra Pradesh"
"JIO","4G","download","22433","-89","Punjab"
"JIO","4G","download","21385","-94","Bihar"
"AIRTEL","4G","upload","621","-84","Haryana"
"JIO","4G","upload","11004","-88","Haryana"
"JIO","4G","download","10775","-103","Gujarat"
"JIO","4G","download","28308","-89","Haryana"
"JIO","4G","download","4276","-86","Haryana"
"AIRTEL","4G","upload","2797","-93","Haryana"
"AIRTEL","4G","download","40281","-98","Haryana"
"JIO","4G","download","13251","-99","Haryana"
"AIRTEL","4G","download","1608","-91","Haryana"
"AIRTEL","4G","upload","2301","-98","Haryana"
"JIO","4G","upload","15437","-98","Haryana"
"AIRTEL","4G","upload","180","-107","Haryana"
"AIRTEL","4G","download","16272","-91","Haryana"
"JIO","4G","upload","9949","-76","Mumbai"
"AIRTEL","4G","upload","205","na","Haryana"
"JIO","4G","download","4717","-102","Haryana"
"AIRTEL","4G","upload","14990","-76","Andhra Pradesh"
"JIO","4G","download","10820","-109","Haryana"
"JIO","4G","download","1144","-106","Haryana"
"AIRTEL","4G","download","2956","-102","Haryana"
"AIRTEL","4G","download","6888","-96","Haryana"
"JIO","4G","download","595","-93","Gujarat"
"JIO","4G","download","33177","-107","Rajasthan"
"AIRTEL","4G","download","1615","-111","Haryana"
"AIRTEL","4G","download","33150","-82","Haryana"
"AIRTEL","4G","download","10703","-97","Haryana"
"JIO","4G","upload","16569","-87","Haryana"
"Vi India","4G","upload","7392","-109","Kerala"
"AIRTEL","4G","download","6232","-99","Haryana"
"JIO","4G","download","898","-111","West Bengal"
"JIO","4G","download","87427","-90","Tamil Nadu"
"AIRTEL","4G","download","27041","-97","Haryana"
"JIO","4G","upload","9764","-90","Tamil Nadu"
"JIO","4G","upload","23412","-96","Rajasthan"
"JIO","4G","download","84018","-90","Tamil Nadu"
"JIO","4G","upload","15124","-84","Haryana"
"JIO","4G","download","85617","-90","Rajasthan"
"JIO","4G","upload","21068","-91","UP East"
"Vi India","4G","upload","4231","-98","Delhi"
"JIO","4G","download","14836","-105","Haryana"
"JIO","4G","download","7025","-105","Gujarat"
"AIRTEL","4G","upload","3226","-83","Haryana"
"JIO","4G","download","83894","-90","Rajasthan"
"JIO","4G","upload","525","-99","Haryana"
"AIRTEL","4G","upload","10030","-90","Haryana"
"JIO","4G","download","2411","-78","Orissa"
"AIRTEL","4G","upload","609","-110","Haryana"
"AIRTEL","4G","upload","12666","-88","Haryana"
"JIO","4G","upload","5476","-77","Punjab"
"JIO","4G","download","26941","-90","Rajasthan"
"JIO","4G","upload","2222","-92","Haryana"
"Vi India","4G","download","12059","-87","Orissa"
"AIRTEL","4G","download","2968","-96","Haryana"
"JIO","4G","upload","14695","-96","Karnataka"
"AIRTEL","4G","download","7258","-106","Haryana"
"JIO","4G","upload","8974","-80","Tamil Nadu"
"AIRTEL","4G","download","4029","-110","Haryana"
"JIO","4G","upload","6820","-85","Haryana"
"AIRTEL","4G","download","5830","-84","Haryana"
"AIRTEL","4G","download","3148","-99","Haryana"
"AIRTEL","4G","download","10651","-104","Haryana"
"JIO","4G","download","64795","-90","Tamil Nadu"
"AIRTEL","4G","download","11600","-100","Haryana"
"JIO","4G","download","66831","-90","Tamil Nadu"
"JIO","4G","download","4856","-108","Karnataka"
"AIRTEL","4G","download","25302","-90","UP East"
"JIO","4G","upload","1028","-78","Haryana"
"AIRTEL","4G","upload","3546","-88","Haryana"
"JIO","4G","upload","2218","-93","Haryana"
"JIO","4G","upload","194","-103","Haryana"
"JIO","4G","download","37325","-93","Haryana"
"AIRTEL","4G","upload","244","-89","Haryana"
"Vi India","4G","upload","13933","-94","Punjab"
"JIO","4G","upload","7670","-90","Tamil Nadu"
"JIO","4G","upload","133","-103","Haryana"
"AIRTEL","4G","download","1773","-107","Chennai"
"JIO","4G","download","16272","-92","Delhi"
"AIRTEL","4G","upload","1470","-112","Chennai"
"Vi India","4G","download","1214","-96","Gujarat"
"AIRTEL","4G","download","15728","-96","Haryana"
"AIRTEL","4G","upload","2913","-73","Rajasthan"
"JIO","4G","upload","5874","-83","Haryana"
"AIRTEL","4G","download","31974","-89","Haryana"
"JIO","4G","download","4387","-93","Gujarat"
"JIO","4G","download","84411","-90","Tamil Nadu"
"JIO","4G","download","85861","-90","Tamil Nadu"
"AIRTEL","4G","download","21735","-102","Punjab"
"JIO","4G","download","46070","-83","Haryana"
"JIO","4G","upload","9260","-90","Tamil Nadu"
"JIO","4G","upload","9311","-90","Tamil Nadu"
"JIO","4G","upload","7689","-90","Tamil Nadu"
"JIO","4G","upload","9236","-90","Tamil Nadu"
"JIO","4G","upload","7686","-90","Tamil Nadu"
"JIO","4G","download","63065","-90","Tamil Nadu"
"JIO","4G","download","64478","-90","Tamil Nadu"
"AIRTEL","4G","upload","19110","-79","Delhi"
"JIO","4G","upload","8305","-90","Tamil Nadu"
"JIO","4G","download","4731","-101","Haryana"
"JIO","4G","upload","9369","-90","Tamil Nadu"
"AIRTEL","4G","upload","86","-98","Haryana"
"JIO","4G","upload","581","-105","Haryana"
"JIO","4G","download","32491","-98","Tamil Nadu"
"AIRTEL","4G","upload","241","-97","Haryana"
"JIO","4G","upload","946","-91","Haryana"
"AIRTEL","4G","download","68","-98","Karnataka"
"AIRTEL","4G","upload","13444","-98","Karnataka"
"JIO","4G","download","2755","-99","Karnataka"
"JIO","4G","download","64719","-90","Tamil Nadu"
"JIO","4G","upload","3891","-85","Haryana"
"JIO","4G","download","18477","-110","Karnataka"
"AIRTEL","4G","download","14491","-102","Haryana"
"JIO","4G","upload","9030","-83","UP East"
"AIRTEL","4G","upload","4170","-104","Andhra Pradesh"
"AIRTEL","4G","download","26178","-94","Haryana"
"JIO","4G","upload","7266","-83","Haryana"
"JIO","4G","download","17094","-91","Tamil Nadu"
"AIRTEL","4G","download","9582","-105","Haryana"
"AIRTEL","4G","download","32534","-101","Haryana"
"JIO","4G","upload","7123","-110","Rajasthan"
"JIO","4G","upload","2552","na","Kerala"
"AIRTEL","4G","download","41516","-71","UP East"
"JIO","4G","upload","1611","-75","Haryana"
"JIO","4G","download","28327","-78","Haryana"
"JIO","4G","upload","14","-96","Bihar"
"Vi India","4G","upload","3630","-108","West Bengal"
"AIRTEL","4G","upload","29799","-93","Haryana"
"AIRTEL","4G","upload","4967","-98","Delhi"
"JIO","4G","download","10567","-88","Haryana"
"JIO","4G","upload","8443","-90","Tamil Nadu"
"AIRTEL","4G","upload","16226","-96","Haryana"
"AIRTEL","4G","download","25671","-101","Haryana"
"JIO","4G","upload","2356","-105","Tamil Nadu"
"JIO","4G","upload","8078","-112","Gujarat"
"JIO","4G","upload","9873","-70","Haryana"
"AIRTEL","4G","upload","8098","-95","Haryana"
"JIO","4G","download","23541","-86","Tamil Nadu"
"JIO","4G","upload","1394","-105","Orissa"
"JIO","4G","download","55785","-87","Haryana"
"JIO","4G","download","31772","-80","Haryana"
"Vi India","4G","download","15131","-92","Orissa"
"JIO","4G","upload","2213","-81","Haryana"
"JIO","4G","upload","29335","-93","Haryana"
"AIRTEL","4G","upload","8543","-92","Haryana"
"JIO","4G","download","23607","-87","Haryana"
"AIRTEL","4G","upload","4405","-107","Haryana"
"AIRTEL","4G","download","17808","-101","Haryana"
"JIO","4G","upload","75","-105","Haryana"
"AIRTEL","4G","upload","1357","-107","Chennai"
"JIO","4G","download","18211","-96","Gujarat"
"AIRTEL","4G","download","13454","-106","Haryana"
"AIRTEL","4G","upload","13553","-92","Haryana"
"JIO","4G","download","14005","-111","Haryana"
"JIO","4G","upload","40699","-100","Rajasthan"
"AIRTEL","4G","upload","23655","-90","Haryana"
"AIRTEL","4G","download","28880","-78","Haryana"
"JIO","4G","upload","10699","-97","Kerala"
"JIO","4G","download","1040","-110","Haryana"
"AIRTEL","4G","download","12236","-93","Haryana"
"AIRTEL","4G","upload","968","-105","Haryana"
"JIO","4G","download","21108","-107","Haryana"
"AIRTEL","4G","upload","3283","-99","Haryana"
"AIRTEL","4G","download","15668","-89","Mumbai"
"JIO","4G","upload","5283","-101","Haryana"
"AIRTEL","4G","download","23075","-102","Haryana"
"AIRTEL","4G","upload","2539","-104","Haryana"
"AIRTEL","4G","upload","215","na","Kerala"
"JIO","4G","upload","708","na","Karnataka"
"JIO","4G","upload","6852","-98","Tamil Nadu"
"AIRTEL","4G","download","42847","-98","Haryana"
"JIO","4G","download","12079","-85","Haryana"
"JIO","4G","download","11173","-108","Haryana"
"AIRTEL","4G","upload","338","-97","Haryana"
"JIO","4G","download","35785","-104","Maharashtra"
"JIO","4G","upload","7809","-98","Haryana"
"AIRTEL","4G","download","28549","-105","Bihar"
"JIO","4G","upload","379","-107","Haryana"
"JIO","4G","download","4022","na","Haryana"
"AIRTEL","4G","upload","174","na","Haryana"
"JIO","4G","upload","92","-110","Haryana"
"Vi India","4G","upload","3670","-97","Rajasthan"
"AIRTEL","4G","upload","5074","-95","Haryana"
"AIRTEL","4G","upload","1256","-96","Haryana"
"AIRTEL","4G","upload","2332","-89","UP West"
"JIO","4G","upload","619","-99","Haryana"
"JIO","4G","download","4264","-90","Haryana"
"AIRTEL","4G","download","5798","-108","Haryana"
"AIRTEL","4G","download","40431","-91","Haryana"
"JIO","4G","download","21137","-109","Haryana"
"AIRTEL","4G","upload","3587","-100","Tamil Nadu"
"AIRTEL","4G","upload","4249","-105","Mumbai"
"JIO","4G","download","16900","-76","Haryana"
"JIO","4G","upload","1142","-75","Haryana"
"JIO","4G","upload","8645","-59","Haryana"
"AIRTEL","4G","upload","3156","-87","Haryana"
"AIRTEL","4G","download","45264","-89","Haryana"
"AIRTEL","4G","upload","2192","-98","Haryana"
"AIRTEL","4G","upload","7054","-103","UP East"
"JIO","4G","download","7450","na","Haryana"
"JIO","4G","upload","2556","-84","Haryana"
"JIO","4G","upload","5221","-100","Haryana"
"AIRTEL","4G","download","7661","-105","Haryana"
"Vi India","4G","download","11202","-94","Delhi"
"AIRTEL","4G","upload","7244","-108","Kerala"
"AIRTEL","4G","upload","8404","-89","Rajasthan"
"JIO","4G","download","1039","na","Haryana"
"JIO","4G","upload","736","-106","Haryana"
"JIO","4G","upload","631","-106","Haryana"
"JIO","4G","download","990","-84","Haryana"
"JIO","4G","download","22414","-87","UP East"
"Vi India","4G","upload","9266","-90","Kerala"
"JIO","4G","upload","81","-100","Haryana"
"AIRTEL","4G","upload","18605","-93","Andhra Pradesh"
"AIRTEL","4G","upload","13687","-96","UP East"
"JIO","4G","download","42634","na","Kerala"
"AIRTEL","4G","download","19161","-102","Andhra Pradesh"
"JIO","4G","download","530","-112","Haryana"
"AIRTEL","4G","upload","9913","na","West Bengal"
"JIO","4G","download","11554","-95","Haryana"
"AIRTEL","4G","download","7139","-98","Haryana"
"Vi India","4G","upload","3931","-103","Gujarat"
"AIRTEL","4G","download","14788","-103","Haryana"
"JIO","4G","upload","3111","-73","Haryana"
"JIO","4G","download","13064","-91","Haryana"
"AIRTEL","4G","download","2513","-103","Karnataka"
"AIRTEL","4G","download","17035","-107","Kerala"
"JIO","4G","upload","764","-95","Haryana"
"JIO","4G","download","17922","-81","Haryana"
"AIRTEL","4G","upload","2350","-112","Haryana"
"JIO","4G","download","3","na","Haryana"
"JIO","4G","download","4806","na","Orissa"
"AIRTEL","4G","download","12218","na","Haryana"
"AIRTEL","4G","download","21473","-88","Maharashtra"
"JIO","4G","download","6199","-94","Haryana"
"AIRTEL","4G","download","6815","-104","Haryana"
"AIRTEL","4G","upload","6355","-92","Haryana"
"JIO","4G","upload","983","-83","Haryana"
"JIO","4G","upload","7377","-94","Haryana"
"AIRTEL","4G","upload","19716","-105","Haryana"
"JIO","4G","upload","1199","-106","UP West"
"JIO","4G","upload","1020","-103","Haryana"
"JIO","4G","download","18102","-91","Tamil Nadu"
"AIRTEL","4G","download","13527","-87","Haryana"
"AIRTEL","4G","download","17824","-78","Haryana"
"JIO","4G","upload","3473","-102","Tamil Nadu"
"JIO","4G","download","12530","-92","Haryana"
"JIO","4G","upload","665","na","Haryana"
"JIO","4G","download","3681","-109","Andhra Pradesh"
"AIRTEL","4G","download","761","-103","Haryana"
"AIRTEL","4G","upload","5639","-90","Madhya Pradesh"
"JIO","4G","download","19143","-81","Haryana"
"JIO","4G","download","3740","-100","Haryana"
"JIO","4G","download","18913","-101","Haryana"
"AIRTEL","4G","upload","12435","-93","Haryana"
"JIO","4G","upload","142","na","Haryana"
"Vi India","4G","upload","740","-107","Kerala"
"AIRTEL","4G","upload","1070","-101","Haryana"
"AIRTEL","4G","download","22359","-95","Haryana"
"AIRTEL","4G","download","23881","-97","Haryana"
"JIO","4G","download","7103","-91","Karnataka"
"JIO","4G","upload","8129","-90","Kolkata"
"JIO","4G","download","84604","-90","Rajasthan"
"AIRTEL","4G","upload","3173","-102","Haryana"
"AIRTEL","4G","upload","247","-102","Haryana"
"JIO","4G","upload","136","-100","Haryana"
"AIRTEL","4G","download","12880","-93","Haryana"
"JIO","4G","upload","9704","-90","Rajasthan"
"AIRTEL","4G","upload","853","-102","Haryana"
"AIRTEL","4G","upload","1680","-83","Haryana"
"JIO","4G","upload","5012","-90","UP East"
"JIO","4G","download","17415","-98","Haryana"
"JIO","4G","download","53937","-90","Tamil Nadu"
"JIO","4G","upload","2673","-83","Haryana"
"JIO","4G","download","83002","-90","Tamil Nadu"
"JIO","4G","upload","9346","-90","Rajasthan"
"JIO","4G","upload","7645","-90","Rajasthan"
"JIO","4G","download","65308","-90","Rajasthan"
"JIO","4G","download","83539","-90","Rajasthan"
"JIO","4G","upload","9181","-90","Tamil Nadu"
"JIO","4G","upload","9285","-90","UP East"
"Vi India","4G","upload","19242","-81","UP East"
"JIO","4G","upload","7983","-90","Rajasthan"
"JIO","4G","upload","7651","-90","Rajasthan"
"JIO","4G","upload","8735","-90","Rajasthan"
"Vi India","4G","upload","1118","na","Kerala"
"JIO","4G","upload","7469","-90","UP East"
"JIO","4G","upload","439","-101","Kolkata"
"JIO","4G","download","13512","-92","Haryana"
"JIO","4G","download","42202","-90","UP East"
"JIO","4G","upload","9539","-95","Haryana"
"JIO","4G","upload","9345","-64","UP East"
"AIRTEL","4G","upload","796","-100","Haryana"
"Vi India","4G","upload","1901","-106","Maharashtra"
"AIRTEL","4G","upload","26289","-97","Haryana"
"AIRTEL","4G","upload","470","-97","Haryana"
"JIO","4G","upload","828","-107","UP East"
"JIO","4G","upload","8519","-90","Tamil Nadu"
"AIRTEL","4G","upload","633","-101","Haryana"
"JIO","4G","upload","3270","-94","Haryana"
"AIRTEL","4G","download","3455","-103","Haryana"
"Vi India","4G","upload","1608","-102","Kerala"
"JIO","4G","upload","16104","-76","Haryana"
"AIRTEL","4G","upload","153","-109","Haryana"
"JIO","4G","download","21272","-108","Haryana"
"AIRTEL","4G","download","5668","-99","UP West"
"AIRTEL","4G","download","10005","-105","Haryana"
"AIRTEL","4G","download","46665","-98","Haryana"
"AIRTEL","4G","upload","21330","-104","Bihar"
"AIRTEL","4G","upload","916","-108","Andhra Pradesh"
"AIRTEL","4G","download","221","-85","Haryana"
"JIO","4G","download","10316","-83","Haryana"
"AIRTEL","4G","download","8033","-107","Madhya Pradesh"
"JIO","4G","download","11075","na","Haryana"
"AIRTEL","4G","download","53876","-79","Haryana"
"AIRTEL","4G","upload","629","-98","Haryana"
"JIO","4G","upload","11781","-81","Haryana"
"JIO","4G","download","8100","-85","Punjab"
"JIO","4G","download","16311","-99","Haryana"
"Vi India","4G","download","17221","-86","West Bengal"
"AIRTEL","4G","download","16324","-94","Chennai"
